term,created_date,course_info,audience,section,question,Number of Responses,Course Mean,Dept. Mean,Univ. Mean,Course Median,Dept. Median,Univ. Median,count_5,count_4,count_3,count_2,count_1,comment_prompt,comments_json,demographics_json
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Heather Schaufenbil),20,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""I could have done more practice with the videos that we had to watch."", ""I think taking notes while watching the assigned videos would have helped me grasp the concepts better.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Heather Schaufenbil),20,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 9, ""60-80%"": 0, ""40-60%"": 1, ""20-40%"": 0, ""1-20%"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Heather Schaufenbil),20,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 0, ""8-10"": 0, ""5-7"": 4, ""3-4"": 4, ""0-2"": 2}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,10,4.6,4.45,4.5,5.0,5.0,5.0,8,1,0,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,9,4.89,4.36,4.36,5.0,5.0,5.0,8,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,9,4.78,4.3,4.26,5.0,5.0,5.0,7,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,10,4.8,4.72,4.69,5.0,5.0,5.0,8,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,10,4.7,4.54,4.56,5.0,5.0,5.0,7,3,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,10,4.6,4.41,4.45,5.0,5.0,5.0,7,2,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Learning Related Questions,In-class sessions were helpful for learning.,10,4.9,4.25,4.29,5.0,5.0,5.0,9,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,10,4.7,4.3,4.36,5.0,5.0,5.0,8,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Learning Related Questions,This course was intellectually challenging.,10,4.3,4.36,4.38,4.5,5.0,5.0,5,3,2,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Learning Related Questions,I learned a lot in this course.,10,4.7,4.45,4.48,5.0,5.0,5.0,8,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Instructor Related Questions: Kathryn Asch,The instructor came to class prepared to teach.,10,5.0,4.62,4.6,5.0,5.0,5.0,10,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Instructor Related Questions: Kathryn Asch,The instructor used class time effectively.,10,5.0,4.58,4.51,5.0,5.0,5.0,10,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Instructor Related Questions: Kathryn Asch,The instructor clearly communicated ideas and information.,10,5.0,4.56,4.53,5.0,5.0,5.0,10,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Instructor Related Questions: Kathryn Asch,The instructor provided sufficient feedback.,10,5.0,4.58,4.52,5.0,5.0,5.0,10,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Instructor Related Questions: Kathryn Asch,The instructor fairly evaluated my performance.,10,5.0,4.64,4.6,5.0,5.0,5.0,10,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Instructor Related Questions: Kathryn Asch,The instructor was available to assist students outside of class.,10,4.9,4.63,4.6,5.0,5.0,5.0,9,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Instructor Related Questions: Kathryn Asch,The instructor facilitated a respectful and inclusive learning environment.,10,5.0,4.66,4.66,5.0,5.0,5.0,10,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Instructor Related Questions: Kathryn Asch,The instructor displayed enthusiasm for the course.,10,4.9,4.64,4.63,5.0,5.0,5.0,9,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Instructor Effectiveness: Kathryn Asch,What is your overall rating of this instructor's teaching effectiveness?,10,5.0,4.64,4.6,5.0,5.0,5.0,10,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""My instructors were great. They were informative, always answered my questions. Courtney and kat made lab enjoyable"", ""The online videos are incredibly long at times"", ""I thought this class was very well organized, and the instructors explained all of the information very well."", ""The online material helped us know what to expect when we met for the in–person portion of the lab"", ""The course was organized very well and I always knew where to find the information I was looking for.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""She was very patient and helpfull"", ""Very incisive and felt safe to make mistakes. Very encouraging."", ""Kat is effect in teaching skills and is gentle and approachable to learn from. Always encouraging and positive !"", ""The instructors were so helpful in explaining the information and demonstrating skills for the class."", ""Kat was a great communicator and instructor. She always went the extra mile to ensure our success as students and was very approachable.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""She should teach it every summer! we loved her!!"", ""I do not think that the instructors need to change anything with this course. They did an excellent job of using materials to demonstrate skills and clearly explain the information for the class."", ""N/a""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""I love that she used real world examples to help us visualize. She asked questions that made us critically think."", ""Both instructors worked together to show the class specific skills and provide helpful information to allow us to improve our skills."", ""N?a""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""I could have done more practice with the videos that we had to watch."", ""I think taking notes while watching the assigned videos would have helped me grasp the concepts better.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 9, ""60-80%"": 0, ""40-60%"": 1, ""20-40%"": 0, ""1-20%"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B01 Lab for NRSG 2220  (Kathryn Asch),20,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 0, ""8-10"": 0, ""5-7"": 4, ""3-4"": 4, ""0-2"": 2}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,4,4.75,4.45,4.5,5.0,5.0,5.0,3,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,4,4.5,4.36,4.36,5.0,5.0,5.0,3,0,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,4,4.75,4.3,4.26,5.0,5.0,5.0,3,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,4,5.0,4.72,4.69,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,4,5.0,4.54,4.56,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,4,5.0,4.41,4.45,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Learning Related Questions,In-class sessions were helpful for learning.,4,5.0,4.25,4.29,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,4,5.0,4.3,4.36,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Learning Related Questions,This course was intellectually challenging.,4,5.0,4.36,4.38,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Learning Related Questions,I learned a lot in this course.,4,5.0,4.45,4.48,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Instructor Related Questions: Eileen Monagle,The instructor came to class prepared to teach.,4,5.0,4.62,4.6,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Instructor Related Questions: Eileen Monagle,The instructor used class time effectively.,4,5.0,4.58,4.51,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Instructor Related Questions: Eileen Monagle,The instructor clearly communicated ideas and information.,4,5.0,4.56,4.53,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Instructor Related Questions: Eileen Monagle,The instructor provided sufficient feedback.,4,5.0,4.58,4.52,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Instructor Related Questions: Eileen Monagle,The instructor fairly evaluated my performance.,4,5.0,4.64,4.6,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Instructor Related Questions: Eileen Monagle,The instructor was available to assist students outside of class.,4,5.0,4.63,4.6,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Instructor Related Questions: Eileen Monagle,The instructor facilitated a respectful and inclusive learning environment.,4,5.0,4.66,4.66,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Instructor Related Questions: Eileen Monagle,The instructor displayed enthusiasm for the course.,4,5.0,4.64,4.63,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Instructor Effectiveness: Eileen Monagle,What is your overall rating of this instructor's teaching effectiveness?,4,4.75,4.64,4.6,5.0,5.0,5.0,3,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""Very friendly, informative, and helpful!""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 3, ""60-80%"": 1, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Eileen Monagle),21,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 0, ""8-10"": 1, ""5-7"": 1, ""3-4"": 2, ""0-2"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,4,4.75,4.45,4.5,5.0,5.0,5.0,3,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,4,4.5,4.36,4.36,5.0,5.0,5.0,3,0,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,4,4.75,4.3,4.26,5.0,5.0,5.0,3,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,4,5.0,4.72,4.69,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,4,5.0,4.54,4.56,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,4,5.0,4.41,4.45,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Learning Related Questions,In-class sessions were helpful for learning.,4,5.0,4.25,4.29,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,4,5.0,4.3,4.36,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Learning Related Questions,This course was intellectually challenging.,4,5.0,4.36,4.38,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Learning Related Questions,I learned a lot in this course.,4,5.0,4.45,4.48,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Instructor Related Questions: Heather Schaufenbil,The instructor came to class prepared to teach.,4,5.0,4.62,4.6,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Instructor Related Questions: Heather Schaufenbil,The instructor used class time effectively.,4,5.0,4.58,4.51,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Instructor Related Questions: Heather Schaufenbil,The instructor clearly communicated ideas and information.,4,5.0,4.56,4.53,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Instructor Related Questions: Heather Schaufenbil,The instructor provided sufficient feedback.,4,5.0,4.58,4.52,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Instructor Related Questions: Heather Schaufenbil,The instructor fairly evaluated my performance.,4,5.0,4.64,4.6,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Instructor Related Questions: Heather Schaufenbil,The instructor was available to assist students outside of class.,4,5.0,4.63,4.6,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Instructor Related Questions: Heather Schaufenbil,The instructor facilitated a respectful and inclusive learning environment.,4,5.0,4.66,4.66,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Instructor Related Questions: Heather Schaufenbil,The instructor displayed enthusiasm for the course.,4,5.0,4.64,4.63,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Instructor Effectiveness: Heather Schaufenbil,What is your overall rating of this instructor's teaching effectiveness?,4,5.0,4.64,4.6,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""I never felt like my time was being wasted, I felt cared for and important under both of my instructors""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 3, ""60-80%"": 1, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B03 Lab for NRSG 2220  (Heather Schaufenbil),21,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 0, ""8-10"": 1, ""5-7"": 1, ""3-4"": 2, ""0-2"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,5,4.0,4.45,4.5,5.0,5.0,5.0,3,1,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,4,4.75,4.36,4.36,5.0,5.0,5.0,3,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,5,4.0,4.3,4.26,5.0,5.0,5.0,3,1,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,4,4.75,4.72,4.69,5.0,5.0,5.0,3,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,5,4.0,4.54,4.56,5.0,5.0,5.0,3,1,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,5,4.0,4.41,4.45,5.0,5.0,5.0,3,1,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Learning Related Questions,In-class sessions were helpful for learning.,5,4.4,4.25,4.29,5.0,5.0,5.0,3,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,5,4.0,4.3,4.36,5.0,5.0,5.0,3,1,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Learning Related Questions,This course was intellectually challenging.,5,4.0,4.36,4.38,5.0,5.0,5.0,3,1,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Learning Related Questions,I learned a lot in this course.,5,4.2,4.45,4.48,5.0,5.0,5.0,3,1,0,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Instructor Related Questions: Eileen Monagle,The instructor came to class prepared to teach.,5,4.4,4.62,4.6,5.0,5.0,5.0,3,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Instructor Related Questions: Eileen Monagle,The instructor used class time effectively.,5,4.4,4.58,4.51,5.0,5.0,5.0,3,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Instructor Related Questions: Eileen Monagle,The instructor clearly communicated ideas and information.,5,4.4,4.56,4.53,5.0,5.0,5.0,3,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Instructor Related Questions: Eileen Monagle,The instructor provided sufficient feedback.,5,4.6,4.58,4.52,5.0,5.0,5.0,3,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Instructor Related Questions: Eileen Monagle,The instructor fairly evaluated my performance.,5,4.8,4.64,4.6,5.0,5.0,5.0,4,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Instructor Related Questions: Eileen Monagle,The instructor was available to assist students outside of class.,5,4.4,4.63,4.6,5.0,5.0,5.0,3,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Instructor Related Questions: Eileen Monagle,The instructor facilitated a respectful and inclusive learning environment.,5,4.8,4.66,4.66,5.0,5.0,5.0,4,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Instructor Related Questions: Eileen Monagle,The instructor displayed enthusiasm for the course.,5,4.6,4.64,4.63,5.0,5.0,5.0,3,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Instructor Effectiveness: Eileen Monagle,What is your overall rating of this instructor's teaching effectiveness?,5,4.6,4.64,4.6,5.0,5.0,5.0,4,0,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""It was flexible which was really nice."", ""Experience was non existent. Apparently this is a self governed class. The videos were old and out of date."", ""Efficient and effective""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""n/a"", ""I thought she was the assistant to Heather so I believe she should not be graded on this evaluation. I put neutral for prep as I believe it was not her job as assistant to create the course, etc."", ""The professor's commitment to academic excellence and constant availability whether through resources, weekly guidance, or motivational support have made a significant impact on my learning journey.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""n/a"", ""See above."", ""n/a""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""n/a"", ""See above."", ""n/a""]",
